V1,V2,weight,V4,V5
K25,K17,1.7034,ci-in,Family_Not_Found
K37,K17,1.8084,ci-in,Family_Not_Found
K22,K17,1.806,ci-in,Family_Not_Found
K32,K17,1.7706,ci-in,Family_Not_Found
K32,K22,1.9074,ci-in,Family_Not_Found
K25,K22,1.5414,ci-in,Family_Not_Found
K37,K22,1.7442,ci-in,Family_Not_Found
K37,K25,1.8282,ci-in,Family_Not_Found
K32,K25,1.5438,ci-in,Family_Not_Found
K66,K25,1.5144,ci-in,Family_Not_Found
K44,K25,1.4604,ci-in,Family_Not_Found
K37,K32,1.5702,ci-in,Family_Not_Found
K74,K37,1.4676,ci-in,Family_Not_Found
K66,K44,1.731,ci-in,Family_Not_Found
K68,K66,1.9296,ci-in,Family_Not_Found
K74,K66,1.4658,ci-in,Family_Not_Found
K74,K68,1.4634,ci-in,Family_Not_Found
TBS,K6X,1.5642,ci-in,Family_Not_Found
X2K,K88,1.4922,ci-in,CAMK
X2M,K88,1.5012,ci-in,CAMK
PFY,K88,1.6104,ci-in,CAMK
SU6,K88,1.515,ci-in,CAMK
RYU,K88,1.4784,ci-in,CAMK
SU1,K88,1.4352,ci-in,CAMK
KAO,K9Y,2.052,ci-out,TK
R48,K9Y,2.0316,ci-out,TK
Z87,K9Y,1.9044,ci-out,TK
R39,K9Y,1.8324,ci-out,TK
L51,K9Y,1.9716,ci-out,TK
R49,K9Y,1.9536,ci-out,TK
SS6,K9Y,1.9464,ci-out,TK
Z83,K9Y,1.7106,ci-out,TK
Z85,K9Y,1.6698,ci-out,TK
Z84,K9Y,1.677,ci-out,TK
N58,K9Y,1.479,ci-out,TK
N61,K9Y,1.4544,ci-out,TK
PD5,K9Y,1.4886,ci-out,TK
Z86,K9Y,1.563,ci-out,TK
YIW,K9Y,1.5984,ci-out,TK
Q7M,K9Y,1.4682,ci-out,TK
Z87,KAO,2.1348,ci-out,TK
R39,KAO,2.0106,ci-out,TK
L51,KAO,2.0628,ci-out,TK
R48,KAO,1.9896,ci-out,TK
R49,KAO,2.0352,ci-out,TK
N58,KAO,1.677,ci-out,TK
N61,KAO,1.6464,ci-out,TK
Z84,KAO,1.8474,ci-out,TK
Z83,KAO,1.896,ci-out,TK
Z85,KAO,1.8168,ci-out,TK
SS6,KAO,1.8828,ci-out,TK
Z86,KAO,1.6824,ci-out,TK
YIW,KAO,1.6086,ci-out,TK
LID,KBI,1.5606,ci-in,CMGC
LIE,KBI,1.4688,ci-in,CMGC
NMM,KCX,1.7478,co-in,CMGC
ORN,KCX,1.8006,co-in,CMGC
R4L,KGW,1.4316,ci-in,Family_Not_Found
VG8,KGW,1.4934,ci-in,Family_Not_Found
SAV,KIM,2.391,ci-in,TK
T2A,KIM,1.4814,ci-in,TK
SR8,KIN,1.6452,ci-out,Family_Not_Found
N61,KIN,1.5792,ci-out,Family_Not_Found
LJE,KIN,1.5138,ci-out,Family_Not_Found
N17,KIN,1.446,ci-out,Family_Not_Found
LQ5,KIN,1.4754,ci-out,Family_Not_Found
KJV,KJ8,2.8668,ci-in,TK
KJR,KJ8,2.5812,ci-in,TK
KJQ,KJ8,2.3418,ci-in,TK
PFQ,KJ8,2.0094,ci-in,TK
PFP,KJ8,1.8918,ci-in,TK
WPH,KJ8,1.6782,ci-in,TK
LIF,KJ8,1.5588,ci-in,TK
YPH,KJ8,1.5126,ci-in,TK
KJR,KJQ,2.583,ci-in,TK
PFQ,KJQ,2.3832,ci-in,TK
KJV,KJQ,2.2998,ci-in,TK
PFP,KJQ,2.0826,ci-in,TK
LIF,KJQ,1.5846,ci-in,TK
KJV,KJR,2.532,ci-in,TK
PFQ,KJR,2.1132,ci-in,TK
PFP,KJR,1.9446,ci-in,TK
LIF,KJR,1.6554,ci-in,TK
WPH,KJR,1.5174,ci-in,TK
YPH,KJR,1.4754,ci-in,TK
PFQ,KJV,1.9782,ci-in,TK
PFP,KJV,1.8714,ci-in,TK
WPH,KJV,1.6584,ci-in,TK
LIF,KJV,1.5438,ci-in,TK
YPH,KJV,1.4976,ci-in,TK
QUE,KMP,2.6544,ci-in,CAMK
MRI,KMP,2.5896,ci-in,CAMK
MYC,KMP,2.604,ci-in,CAMK
MYU,KMP,2.3232,ci-in,CAMK
NRA,KMP,1.893,ci-in,CAMK
LU2,KMP,2.1192,ci-in,CAMK
SL0,KMP,1.7856,ci-in,CAMK
MYF,KMP,2.0976,ci-in,CAMK
QCT,KMP,1.7952,ci-in,CAMK
REF,KMP,1.4412,ci-in,CAMK
P38,KQ7,1.6542,ci-out,CMGC
P39,KQ7,1.5066,ci-out,CMGC
R4L,KQQ,1.5756,ci-in,Family_Not_Found
YY3,KQQ,1.4574,ci-in,Family_Not_Found
R78,KQQ,1.5144,ci-in,Family_Not_Found
VG8,KQQ,1.4526,ci-in,Family_Not_Found
L1G,KQQ,1.4316,ci-in,Family_Not_Found
SVE,KQQ,1.437,ci-in,Family_Not_Found
KS4,KS1,1.9962,ci-in,NonSpecific
L3G,KS1,1.6242,ci-in,NonSpecific
L1G,KS1,1.6458,ci-in,NonSpecific
PD3,KS1,1.5954,ci-in,NonSpecific
UWB,KS1,1.7526,ci-in,NonSpecific
L2G,KS1,1.6146,ci-in,NonSpecific
PP1,KS1,1.7868,ci-in,NonSpecific
UW3,KS1,1.503,ci-in,NonSpecific
KS5,KS1,1.8582,ci-in,NonSpecific
VSA,KS1,1.5198,ci-in,NonSpecific
V68,KS1,1.6938,ci-in,NonSpecific
VS0,KS1,1.5222,ci-in,NonSpecific
UWA,KS1,1.6686,ci-in,NonSpecific
VRZ,KS1,1.437,ci-in,NonSpecific
UW9,KS1,1.614,ci-in,NonSpecific
RXT,KS1,1.4376,ci-in,NonSpecific
VSH,KS1,1.5552,ci-in,NonSpecific
PD5,KS1,1.6104,ci-in,NonSpecific
L1G,KS4,1.9026,nonspecific,NonSpecific
L2G,KS4,1.8648,nonspecific,NonSpecific
L3G,KS4,1.8708,nonspecific,NonSpecific
VSH,KS4,1.9578,nonspecific,NonSpecific
PP1,KS4,1.8636,nonspecific,NonSpecific
UWB,KS4,1.8816,nonspecific,NonSpecific
V68,KS4,1.8798,nonspecific,NonSpecific
KS5,KS4,1.8186,nonspecific,NonSpecific
UWA,KS4,1.8762,nonspecific,NonSpecific
UW9,KS4,1.8036,nonspecific,NonSpecific
PD3,KS4,1.4514,nonspecific,NonSpecific
VSG,KS4,1.4358,nonspecific,NonSpecific
VSB,KS4,1.434,nonspecific,NonSpecific
VSE,KS4,1.434,nonspecific,NonSpecific
UW3,KS4,1.4628,nonspecific,NonSpecific
PD5,KS4,1.6362,nonspecific,NonSpecific
PD5,KS5,1.9956,nonspecific,NonSpecific
VSH,KS5,1.8672,nonspecific,NonSpecific
UWA,KS5,1.9416,nonspecific,NonSpecific
UW9,KS5,1.8078,nonspecific,NonSpecific
PP1,KS5,2.0862,nonspecific,NonSpecific
V68,KS5,1.7916,nonspecific,NonSpecific
VSP,KS5,1.4346,nonspecific,NonSpecific
UWB,KS5,1.74,nonspecific,NonSpecific
L1G,KS5,1.488,nonspecific,NonSpecific
L2G,KS5,1.4634,nonspecific,NonSpecific
L3G,KS5,1.4694,nonspecific,NonSpecific
VGG,KS5,1.4856,nonspecific,NonSpecific
STU,KSA,2.22,nonspecific,NonSpecific
XDR,KSA,2.262,nonspecific,NonSpecific
UCN,KSA,2.0034,nonspecific,NonSpecific
UCM,KSA,1.7502,nonspecific,NonSpecific
KSE,KSC,2.3436,ci-in,TK
KSK,KSC,2.1906,ci-in,TK
KSH,KSC,2.037,ci-in,TK
KZM,KSC,1.6728,ci-in,TK
KZL,KSC,1.545,ci-in,TK
PDY,KSC,1.4838,ci-in,TK
KSK,KSE,2.6244,ci-in,TK
KSH,KSE,2.0784,ci-in,TK
KZL,KSE,1.8468,ci-in,TK
KZM,KSE,1.7022,ci-in,TK
KSL,KSF,2.262,ci-in,TK
KSM,KSF,1.434,ci-in,TK
KSK,KSH,2.1258,ci-in,TK
KZM,KSH,1.8048,ci-in,TK
KZL,KSH,1.6056,ci-in,TK
KZL,KSK,1.7814,ci-in,TK
KZM,KSK,1.7598,ci-in,TK
KSM,KSL,1.503,ci-in,TK
PDR,KSR,1.6542,ci-in,TK
YPW,KVC,1.452,ci-in,TK
KZM,KZI,1.6386,ci-in,TK
P5C,KZI,1.6068,ci-in,TK
KZM,KZL,1.7706,ci-in,TK
P5C,KZM,1.4586,ci-in,TK
UW3,KZM,1.4316,ci-in,TK
L2G,KZM,1.4352,ci-in,TK
ZS2,KZQ,2.0154,ci-in,AGC
LZ7,KZQ,1.449,ci-in,AGC
N61,L09,1.5474,ci-out,CMGC
L0F,L0D,1.5972,ci-in,Other
YIY,L10,2.1078,ci-out,CMGC
L2G,L1G,2.8206,co-in,TK
L3G,L1G,2.6664,co-in,TK
VSH,L1G,1.8636,co-in,TK
VSB,L1G,1.6386,co-in,TK
VSE,L1G,1.6386,co-in,TK
V68,L1G,1.7436,co-in,TK
VSG,L1G,1.485,co-in,TK
VS0,L1G,1.4394,co-in,TK
R4L,L1G,1.6086,co-in,TK
PD5,L1G,1.5084,co-in,TK
UWB,L1G,1.6128,co-in,TK
UWA,L1G,1.5372,co-in,TK
UW9,L1G,1.5846,co-in,TK
R78,L1G,1.4754,co-in,TK
SVE,L1G,1.5246,co-in,TK
UW3,L1G,1.4406,co-in,TK
SS3,L20,2.4462,ci-in,Family_Not_Found
SS4,L20,2.2872,ci-in,Family_Not_Found
SS5,L20,2.1114,ci-in,Family_Not_Found
L3G,L2G,2.625,co-in,TK
VSH,L2G,1.8432,co-in,TK
VSB,L2G,1.539,co-in,TK
VSE,L2G,1.539,co-in,TK
V68,L2G,1.665,co-in,TK
PD5,L2G,1.4826,co-in,TK
UWB,L2G,1.587,co-in,TK
R4L,L2G,1.5738,co-in,TK
UWA,L2G,1.4982,co-in,TK
UW9,L2G,1.5624,co-in,TK
R78,L2G,1.4628,co-in,TK
SVE,L2G,1.524,co-in,TK
VSH,L3G,1.8402,co-in,TK
VSF,L3G,1.4772,co-in,TK
VSB,L3G,1.4592,co-in,TK
VSE,L3G,1.4592,co-in,TK
V68,L3G,1.6452,co-in,TK
UWB,L3G,1.6104,co-in,TK
PD5,L3G,1.4922,co-in,TK
UWA,L3G,1.527,co-in,TK
UW9,L3G,1.5624,co-in,TK
R4L,L3G,1.5192,co-in,TK
P39,L3G,1.4982,co-in,TK
UW3,L3G,1.44,co-in,TK
P38,L3G,1.4568,co-in,TK
SVE,L3G,1.4742,co-in,TK
R49,L51,2.664,ci-out,CMGC
R48,L51,2.568,ci-out,CMGC
SS6,L51,2.4552,ci-out,CMGC
Z87,L51,1.9416,ci-out,CMGC
R39,L51,1.8042,ci-out,CMGC
Z83,L51,1.7478,ci-out,CMGC
Z85,L51,1.6878,ci-out,CMGC
Z84,L51,1.6914,ci-out,CMGC
N58,L51,1.4562,ci-out,CMGC
N61,L51,1.4316,ci-out,CMGC
Z86,L51,1.5762,ci-out,CMGC
YIW,L51,1.5984,ci-out,CMGC
LKG,L5G,1.746,co-in,TK
W9Z,L5G,1.4484,co-in,TK
WBI,L7A,2.2398,nonspecific,NonSpecific
W2K,L7A,2.1678,nonspecific,NonSpecific
L7O,L7A,1.6572,nonspecific,NonSpecific
WBI,L7O,2.2422,nonspecific,NonSpecific
W2K,L7O,2.0694,nonspecific,NonSpecific
MR9,L7O,1.5738,nonspecific,NonSpecific
MPZ,L7O,1.536,nonspecific,NonSpecific
STI,L7O,1.539,nonspecific,NonSpecific
LJF,L8V,1.4514,ci-out,TK
L9N,L9M,2.4876,ci-in,AGC
SS4,L9M,1.4346,ci-in,AGC
SS3,L9M,1.4484,ci-in,AGC
TID,LCT,1.4328,ci-in,CMGC
TAK,LDN,1.6044,ci-in,TKL
OSV,LGF,1.4478,ci-in,CMGC
P37,LHJ,2.2818,ci-in,CMGC
NQB,LHJ,1.4904,ci-in,CMGC
P66,LHJ,1.5762,ci-in,CMGC
NK0,LHJ,1.4694,ci-in,CMGC
SVE,LHJ,1.4322,ci-in,CMGC
RO6,LHL,1.6656,ci-in,TK
WBT,LI2,2.1138,ci-out,CMGC
LI3,LI2,2.2272,ci-out,CMGC
WBT,LI3,2.0574,ci-out,CMGC
SB4,LI9,1.5324,ci-in,Family_Not_Found
WXV,LIA,1.455,co-in,CMGC
LIC,LIB,2.3922,ci-in,Family_Not_Found
LIE,LID,1.7022,omega,Family_Not_Found
PFP,LIF,1.8378,nonspecific,NonSpecific
PD5,LIF,1.4634,nonspecific,NonSpecific
WPH,LIF,1.512,nonspecific,NonSpecific
PFQ,LIF,1.5936,nonspecific,NonSpecific
YPH,LIF,1.4478,nonspecific,NonSpecific
LL1,LIG,1.5642,co-in,CMGC
MUH,LJE,1.9428,omega,Other
RAJ,LJE,1.5222,omega,Other
MR9,LJE,1.7622,omega,Other
NIL,LJE,1.4322,omega,Other
LJF,LJE,1.6692,omega,Other
MMG,LKB,1.6188,ci-in,Other
W9Z,LKG,1.497,co-in,TK
LZ1,LL1,1.5402,ci-in,Family_Not_Found
PY1,LL1,1.431,ci-in,Family_Not_Found
LM4,LM3,2.5236,ci-in,CMGC
VVT,LM3,1.5234,ci-in,CMGC
MWL,LM3,1.6254,ci-in,CMGC
VVT,LM4,1.5978,ci-in,CMGC
MWL,LM4,1.6782,ci-in,CMGC
XWW,LMM,1.539,ci-in,TK
NG2,LQ5,1.6554,ci-out,CMGC
XY3,LQ5,1.4724,ci-out,CMGC
T74,LQQ,1.4316,ci-in,CMGC
ZTX,LQQ,1.4646,ci-in,CMGC
R4L,LQQ,1.4688,ci-in,CMGC
XR1,LQQ,1.4778,ci-in,CMGC
LS5,LS1,2.5002,co-in,CMGC
LS4,LS1,2.2512,co-in,CMGC
LS3,LS1,1.4724,co-in,CMGC
LS5,LS3,1.4376,co-in,CMGC
LS4,LS3,1.4688,co-in,CMGC
LS5,LS4,2.1708,co-in,CMGC
MEK,LSG,1.6728,co-in,STE
V04,LSG,1.6518,co-in,STE
MRA,LSG,1.446,co-in,STE
MYF,LU2,2.6652,ci-in,NonSpecific
QUE,LU2,2.3328,ci-in,NonSpecific
MYC,LU2,2.1564,ci-in,NonSpecific
NRA,LU2,1.8912,ci-in,NonSpecific
MYU,LU2,2.0976,ci-in,NonSpecific
QCT,LU2,1.7274,ci-in,NonSpecific
MRI,LU2,1.9956,ci-in,NonSpecific
SL0,LU2,1.4748,ci-in,NonSpecific
PJC,LW4,2.175,ci-in,AGC
LY4,LW4,1.5174,ci-in,AGC
PDS,LW4,1.5576,ci-in,AGC
LYG,LWG,1.4502,ci-in,CAMK
Q17,LWH,1.7652,ci-in,CAMK
XBJ,LWH,1.6314,ci-in,CAMK
PQA,LWJ,1.4598,ci-in,TK
LYG,LXG,1.8234,ci-in,CAMK
PDS,LY4,1.8,ci-in,NonSpecific
PJC,LY4,1.455,ci-in,NonSpecific
WUL,LYG,1.7646,ci-in,CAMK
Z19,LZ3,1.8168,co-in,CMGC
SBC,LZ3,1.6674,co-in,CMGC
U55,LZ4,1.8636,co-in,CMGC
U32,LZ4,1.5342,co-in,CMGC
ZZF,LZ4,1.5306,co-in,CMGC
X44,LZ4,1.4418,co-in,CMGC
X40,LZ4,1.4388,co-in,CMGC
LZ8,LZ5,1.596,co-in,CMGC
LZ7,LZ5,1.5612,co-in,CMGC
LZ9,LZ5,1.4592,co-in,CMGC
LZ8,LZ7,2.421,co-in,CMGC
LZ9,LZ7,2.3226,co-in,CMGC
LZA,LZ7,1.6422,co-in,CMGC
LZD,LZ7,1.5846,co-in,CMGC
LZE,LZ7,1.5324,co-in,CMGC
LZ9,LZ8,2.508,co-in,CMGC
LZA,LZ8,1.6944,co-in,CMGC
LZD,LZ8,1.6332,co-in,CMGC
LZE,LZ8,1.5786,co-in,CMGC
LZA,LZ9,2.0388,ci-in,CMGC
LZD,LZ9,1.9524,ci-in,CMGC
LZE,LZ9,1.6206,ci-in,CMGC
LZD,LZA,2.6028,co-in,CMGC
LZE,LZA,2.409,co-in,CMGC
LZC,LZB,2.0088,co-in,CMGC
LZM,LZB,1.4406,co-in,CMGC
P44,LZC,1.437,co-in,CMGC
NS9,LZC,1.557,co-in,CMGC
YRZ,LZC,1.4844,co-in,CMGC
LZE,LZD,2.1246,co-in,CMGC
YDJ,LZD,1.5042,co-in,CMGC
M02,M01,2.4762,ci-in,Family_Not_Found
ZYU,M01,2.1294,ci-in,Family_Not_Found
SIJ,M01,2.16,ci-in,Family_Not_Found
QWI,M01,1.9884,ci-in,Family_Not_Found
QNI,M01,2.1582,ci-in,Family_Not_Found
ZYV,M01,1.9242,ci-in,Family_Not_Found
XFE,M01,1.6248,ci-in,Family_Not_Found
M03,M01,1.6566,ci-in,Family_Not_Found
ZIP,M01,1.6086,ci-in,Family_Not_Found
M04,M01,1.6602,ci-in,Family_Not_Found
YM6,M01,1.551,ci-in,Family_Not_Found
XM1,M01,1.4784,ci-in,Family_Not_Found
YM5,M01,1.491,ci-in,Family_Not_Found
X39,M01,1.5234,ci-in,Family_Not_Found
ZYU,M02,2.196,ci-in,Family_Not_Found
SIJ,M02,2.2296,ci-in,Family_Not_Found
QWI,M02,2.0304,ci-in,Family_Not_Found
QNI,M02,2.1048,ci-in,Family_Not_Found
XFE,M02,1.8042,ci-in,Family_Not_Found
ZIP,M02,1.5774,ci-in,Family_Not_Found
ZYV,M02,1.848,ci-in,Family_Not_Found
M03,M02,1.5084,ci-in,Family_Not_Found
M04,M02,1.5168,ci-in,Family_Not_Found
X39,M02,1.467,ci-in,Family_Not_Found
YM6,M02,1.47,ci-in,Family_Not_Found
M04,M03,2.3712,ci-in,Family_Not_Found
X39,M03,2.0346,ci-in,Family_Not_Found
XM1,M03,1.9026,ci-in,Family_Not_Found
SIJ,M03,1.434,ci-in,Family_Not_Found
QWI,M03,1.5072,ci-in,Family_Not_Found
YM6,M03,1.4634,ci-in,Family_Not_Found
XFE,M03,1.4598,ci-in,Family_Not_Found
X39,M04,2.097,ci-in,Family_Not_Found
XM1,M04,1.9626,ci-in,Family_Not_Found
SIJ,M04,1.4412,ci-in,Family_Not_Found
QWI,M04,1.4568,ci-in,Family_Not_Found
YM6,M04,1.4766,ci-in,Family_Not_Found
XFE,M04,1.4706,ci-in,Family_Not_Found
X39,M05,2.118,ci-in,Family_Not_Found
XM1,M05,1.884,ci-in,Family_Not_Found
SIJ,M05,1.4742,ci-in,Family_Not_Found
QWI,M05,1.4754,ci-in,Family_Not_Found
XFE,M05,1.4868,ci-in,Family_Not_Found
M0Z,M0Y,2.4726,co-in,TK
QWS,M0Y,2.403,co-in,TK
QWS,M0Z,2.7156,co-in,TK
NBS,M33,2.31,ci-in,TK
SGV,M33,1.719,ci-in,TK
RFZ,M33,1.4592,ci-in,TK
MEK,M3K,1.5624,co-in,STE
Q6W,M61,1.7526,ci-in,TK
UN4,MBP,1.68,co-in,CMGC
N69,MBP,1.5876,co-in,CMGC
N41,MBP,1.5054,co-in,CMGC
NU6,MBP,1.467,co-in,CMGC
N20,MBP,1.4874,co-in,CMGC
PFF,MEA,1.7544,nonspecific,NonSpecific
PTR,MEA,1.4388,nonspecific,NonSpecific
V04,MEK,1.8558,co-in,STE
MRA,MEK,2.0646,co-in,STE
YQY,MEK,1.572,co-in,STE
MFQ,MFP,3,co-in,CMGC
QQ2,MFP,2.391,co-in,CMGC
QQ2,MFQ,2.391,co-in,CMGC
MHR,MFR,2.5014,ci-in,CMGC
VAR,MFR,1.6434,ci-in,CMGC
P49,MH4,2.0094,ci-in,AGC
P48,MH4,2.244,ci-in,AGC
SVE,MH4,1.905,ci-in,AGC
XR1,MH4,1.4634,ci-in,AGC
T6Q,MH4,1.5054,ci-in,AGC
T74,MH4,1.434,ci-in,AGC
MSE,MHO,1.5402,nonspecific,NonSpecific
UNK,MHO,1.4526,nonspecific,NonSpecific
VAR,MHR,1.5504,ci-in,CMGC
XM1,MI1,1.572,ci-in,TK
X39,MI1,1.4628,ci-in,TK
MNY,MIX,1.7976,ci-in,NonSpecific
TXQ,MIX,1.4868,ci-in,NonSpecific
P3Y,MMG,1.6392,nonspecific,NonSpecific
SX7,MMG,1.4394,nonspecific,NonSpecific
TXQ,MNY,1.8546,ci-in,Family_Not_Found
MRD,MPD,3,ci-in,NonSpecific
STI,MPZ,2.6418,ci-in,TK
PRC,MPZ,1.8684,ci-in,TK
NIL,MPZ,1.572,ci-in,TK
NIL,MR9,1.4964,ci-out,TK
NG2,MR9,1.4778,ci-out,TK
RAJ,MR9,1.4418,ci-out,TK
SVE,MR9,1.4406,ci-out,TK
V04,MRA,1.7628,co-in,STE
YQY,MRA,1.5312,co-in,STE
MYC,MRI,2.4528,ci-in,CAMK
QUE,MRI,2.4432,ci-in,CAMK
NRA,MRI,1.869,ci-in,CAMK
MYU,MRI,2.1564,ci-in,CAMK
MYF,MRI,2.0196,ci-in,CAMK
QCT,MRI,1.7436,ci-in,CAMK
SL0,MRI,1.6776,ci-in,CAMK
REF,MRI,1.4496,ci-in,CAMK
PTR,MS7,1.4406,ci-out,Family_Not_Found
ORN,MSE,1.548,nonspecific,NonSpecific
UNK,MSE,1.6794,nonspecific,NonSpecific
MT4,MT3,2.1966,co-out,TK
RAJ,MUH,2.1132,ci-out,TK
PRC,MUH,1.782,ci-out,TK
NIL,MUH,1.6212,ci-out,TK
STI,MUH,1.5204,ci-out,TK
NHJ,MUH,1.4928,ci-out,TK
VVT,MWL,1.5828,ci-in,CMGC
PEU,MXE,1.8804,ci-out,TK
PG0,MXE,1.9266,ci-out,TK
PEG,MXE,1.7652,ci-out,TK
P6G,MXE,1.5186,ci-out,TK
PG4,MXE,1.5186,ci-out,TK
PGE,MXE,1.5186,ci-out,TK
PE4,MXE,1.5042,ci-out,TK
QUE,MYC,2.6988,ci-in,CAMK
MYF,MYC,2.328,ci-in,CAMK
MYU,MYC,2.4264,ci-in,CAMK
NRA,MYC,1.9188,ci-in,CAMK
QCT,MYC,1.8354,ci-in,CAMK
SL0,MYC,1.6464,ci-in,CAMK
REF,MYC,1.5264,ci-in,CAMK
TIY,MYC,1.4436,ci-in,CAMK
QUE,MYF,2.1828,ci-in,CAMK
NRA,MYF,1.8696,ci-in,CAMK
MYU,MYF,2.0148,ci-in,CAMK
QCT,MYF,1.6038,ci-in,CAMK
REF,MYF,1.4988,ci-in,CAMK
SL0,MYF,1.4376,ci-in,CAMK
OCE,MYR,2.4222,ci-in,Family_Not_Found
QUE,MYU,2.6112,ci-in,NonSpecific
QCT,MYU,1.8138,ci-in,NonSpecific
NRA,MYU,1.7484,ci-in,NonSpecific
TIY,MYU,1.5396,ci-in,NonSpecific
REF,MYU,1.5168,ci-in,NonSpecific
SL0,MYU,1.5408,ci-in,NonSpecific
N15,N13,1.683,nonspecific,NonSpecific
NIL,N17,1.449,ci-in,CMGC
N41,N20,2.5206,ci-in,CMGC
NU6,N20,2.3538,ci-in,CMGC
NU5,N20,2.0964,ci-in,CMGC
N76,N20,2.1348,ci-in,CMGC
ST8,N20,1.5672,ci-in,CMGC
UN4,N20,1.7382,ci-in,CMGC
N69,N20,1.7856,ci-in,CMGC
NU6,N41,2.6604,ci-in,CMGC
ST8,N41,1.9116,ci-in,CMGC
N76,N41,2.1102,ci-in,CMGC
NU5,N41,2.0238,ci-in,CMGC
UN4,N41,1.7658,ci-in,CMGC
N69,N41,1.7628,ci-in,CMGC
NW1,N41,1.4556,ci-in,CMGC
NK0,N4D,1.605,ci-in,CMGC
OCG,N4D,1.488,ci-in,CMGC
P37,N4D,1.5978,ci-in,CMGC
P66,N4D,1.5174,ci-in,CMGC
SVE,N53,1.4958,ci-in,STE
N61,N58,2.2932,ci-out,CMGC
SR8,N58,1.4658,ci-out,CMGC
Z87,N58,1.5072,ci-out,CMGC
R49,N58,1.5156,ci-out,CMGC
P79,N58,1.5216,ci-out,CMGC
SR8,N61,1.8984,ci-out,CMGC
R39,N61,1.6056,ci-out,CMGC
P79,N61,1.5504,ci-out,CMGC
Z87,N61,1.4508,ci-out,CMGC
R49,N61,1.4886,ci-out,CMGC
NW1,N69,1.611,co-in,CMGC
SQ9,N69,1.5354,co-in,CMGC
UN4,N69,1.7166,co-in,CMGC
N76,N69,1.5822,co-in,CMGC
NU6,N69,1.7196,co-in,CMGC
NU5,N69,1.4424,co-in,CMGC
NU6,N76,2.1978,ci-in,CMGC
NU5,N76,2.127,ci-in,CMGC
UN4,N76,1.572,ci-in,CMGC
SQ9,N76,1.731,ci-in,CMGC
SGV,NBS,1.5894,co-in,TK
QBB,NF5,2.169,ci-in,CAMK
XY3,NG2,1.671,ci-out,Family_Not_Found
NG7,NG2,1.6674,ci-out,Family_Not_Found
XY3,NG7,1.5096,ci-out,Family_Not_Found
NM8,NG7,1.4826,ci-out,Family_Not_Found
NH3,NH2,1.6002,nonspecific,NonSpecific
NHU,NHI,1.9032,ci-in,Other
NHJ,NHI,1.8924,ci-in,Other
S91,NHI,1.4778,ci-in,Other
NHU,NHJ,2.0418,ci-in,Other
STJ,NHJ,1.5612,ci-in,Other
S91,NHJ,1.584,ci-in,Other
S91,NHU,1.5804,ci-in,Other
PRC,NIL,1.833,ci-out,NonSpecific
STI,NIL,1.7574,ci-out,NonSpecific
RAJ,NIL,1.6662,ci-out,NonSpecific
P38,NK0,1.8534,ci-in,CMGC
P39,NK0,1.902,ci-in,CMGC
P37,NK0,1.6092,ci-in,CMGC
P66,NK0,1.488,ci-in,CMGC
YDI,NM7,2.0664,ci-in,AGC
YDK,NM7,1.8258,ci-in,AGC
ORN,NMM,1.767,ci-in,Other
RRC,NNN,1.7442,ci-in,CMGC
NS9,NNN,1.8252,ci-in,CMGC
RC8,NNN,1.6002,ci-in,CMGC
SLQ,NNN,1.6002,ci-in,CMGC
P45,NNN,1.602,ci-in,CMGC
P29,NNN,1.527,ci-in,CMGC
P44,NNN,1.4568,ci-in,CMGC
QC0,NQB,2.1942,ci-in,CMGC
P37,NQB,1.4736,ci-in,CMGC
QUE,NRA,1.9224,nonspecific,NonSpecific
QCT,NRA,1.5336,nonspecific,NonSpecific
REF,NRA,1.6506,nonspecific,NonSpecific
TIY,NRA,1.5,nonspecific,NonSpecific
SCJ,NS9,1.4424,co-in,CMGC
SCZ,NS9,1.569,co-in,CMGC
SCX,NS9,1.4352,co-in,CMGC
RU9,NU3,1.848,ci-in,Family_Not_Found
RU5,NU3,1.7208,ci-in,Family_Not_Found
NU6,NU5,1.911,ci-in,CMGC
UN4,NU5,1.5072,ci-in,CMGC
SQ9,NU5,1.4736,ci-in,CMGC
ST8,NU6,1.7208,co-in,Other
UN4,NU6,1.7262,co-in,Other
NW1,NU6,1.4364,co-in,Other
NVX,NVV,2.5956,ci-in,AGC
S3N,NVV,2.4,ci-in,AGC
S3N,NVX,2.418,ci-in,NonSpecific
ST8,NW1,2.19,co-in,CMGC
ZAT,NXP,1.6536,ci-in,CAMK
YIQ,NXP,1.809,ci-in,CAMK
YIT,NXP,1.5366,ci-in,CAMK
O38,O17,1.5066,ci-in,Other
Z31,O1Z,2.2014,co-in,CMGC
X36,O1Z,1.7868,co-in,CMGC
X46,O1Z,1.6704,co-in,CMGC
ZYS,O1Z,1.9734,co-in,CMGC
X02,O1Z,1.8954,co-in,CMGC
X3A,O1Z,1.6422,co-in,CMGC
X44,O1Z,1.497,co-in,CMGC
X42,O1Z,1.461,co-in,CMGC
Z63,O1Z,1.7052,co-in,CMGC
X35,O1Z,1.6992,co-in,CMGC
Z60,O1Z,1.4868,co-in,CMGC
O43,O23,1.5186,ci-in,Other
SCE,O23,1.44,ci-in,Other
SCS,OCY,1.5318,ci-in,CMGC
RQQ,ODH,1.9902,ci-in,CAMK
VGH,OFG,1.5684,ci-in,TK
T3M,OL2,2.4006,nonspecific,NonSpecific
